fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.144414060119097,0.2354539213378054,0.34076407098150907,0.9942018906884342,0.08587432928478346,26.831035980803144,71.5282266782023,0.9969094142491518,3.407598740339688,0.6481936963742481,11.341753986856492,2
8.064950688008986,0.22943309375715476,0.7174534728998461,2.060294980117487,0.09185464976537919,40.518016928511,208.7608160290685,0.9941402355626967,3.288503109478272,0.16616485545729903,11.679522292779838,2
9.401070514771177,0.5606096880612584,0.6841255134043264,4.786897776688677,0.255582097675321,23.533863966655993,124.07185321901989,0.995496235172265,3.2507038863174524,0.23553194754177947,12.390465649699706,1
10.889150755893644,0.10070150911229532,0.2814819004237564,1.777566261376474,0.036632736943169146,32.6650724703153,88.71452779167984,0.9957446086153942,3.223188489312678,0.4880976451132972,10.619390777863478,1
7.90193926297033,0.17742386836631308,0.20637610860270178,1.1957500599289554,0.02229523477257125,17.873344548320784,63.64134566015949,0.994179107368986,3.1940669253062186,0.369206174945382,8.286941062199308,1
7.901967173186394,0.2981096478669005,0.1493444574870301,5.370533853523765,0.05982187488898675,18.808394520423445,230.23346799070242,0.9943962972273663,3.2675048325398315,1.069307287458709,12.32444306041202,2
10.984661786362565,0.9397550527048404,0.47663262723482297,1.4224260043777857,0.04770403007001704,16.905663380172943,128.54730685767404,0.9961057407796094,3.575027733532576,0.326206453847792,13.098502953647756,1
9.604639039559945,0.5608721764916326,0.1560806538894896,12.428450976234993,0.10871125235607611,19.51814272595762,65.31308114137452,0.9956238332921905,2.935945054708298,0.6055835008964174,10.396060496308714,1
7.501893543910582,0.3535075533588071,0.4178036957809525,6.637176139849966,0.12246091545025363,16.060359181935105,216.65842856831154,0.9955391826898197,3.150717686532468,0.44780955333257944,12.796230279644394,1
9.22235207409614,0.2178876383737688,0.34009646558090906,8.998047171968373,0.058278330046256634,19.90238679279618,146.46276741849698,0.9945249147187206,3.557560513508597,0.6646969426107113,11.302154721794677,2
7.512189922218814,1.1875218869532378,0.1870732874632717,3.6248332738830777,0.11817153580526743,79.05326721651343,182.88285026021737,0.9979401028411329,3.443719726042751,0.6191970658239687,11.278261949355564,1
7.508259418930564,0.31860405626921806,0.300817216886066,1.7147315493246218,0.028096658027157568,29.245679359543985,156.3981483430926,0.9928676468158907,3.0951248812860293,0.19220854426059983,10.693379260546942,1
8.711335861662258,0.17727408953737,0.2504214620875927,6.975438244091767,0.08157403692894953,39.34233620242236,231.5292783966565,1.0000592402871453,3.270268954079559,0.7205352445011978,8.722580744826985,1
5.047423584081745,1.3346948985374358,0.18773131659903788,1.0959510227726579,0.003805404301246932,18.292510170626674,113.597146727846,0.9959794391107021,3.4181088049800015,0.19400262296316836,10.667643242949918,0
5.367639684727845,0.10538990275494174,0.15628206505825343,0.48298528107996785,0.03601884947129148,12.230570934267654,55.004866628273106,0.9946531874295383,3.4554887791203366,0.8029409009078343,12.490861651961735,1
7.344111200290347,0.7887844605252807,0.38115204841661177,4.358267621849498,0.10171422739546246,28.344903832506922,102.1404351938919,0.992883043212195,3.152478765632514,0.11731138749048178,11.366085961598744,1
6.57818709543148,0.3370935924297803,0.20305802926027008,0.886517843403306,0.20416601454477604,24.628174473849587,127.2804989570888,0.9936385000852719,3.193646737813619,0.6799190761928886,10.429947403508683,1
8.834220465411967,0.5599422861135911,0.18828370198868954,2.997238808596074,0.03177876176593356,52.451784041887954,105.12121842534161,0.9963705812018319,3.1490911556698706,0.20133524813164883,8.671703108217152,1
6.756359071613942,0.4925797784435626,0.1922809649989573,2.8537475064505675,0.08329725395648314,19.304746601572663,69.76253905242189,0.9951053178409042,3.261050955593521,0.18232821487226092,11.645034787826322,1
